,SE_NUMBER,TIME,BID_PRICE,PRICE,DATE,TITLE,CONTENT
1200,1.0,08:25,66.55,67.25,13/05/2023,"Giá vàng hôm nay 13/5: Gặp nhiều áp lực, vàng lình xình đi ngang","Giá vàng giảm mạnh từ phiên hôm qua và chưa thể tăng trở lại do sức ép tăng giá từ đồng USD. 
Thời điểm 8h30 sáng nay ngày 13/5 theo giờ Việt Nam, giá vàng thế giới đứng ở mức 2.011 USD/ounce, tương đương với mức giá cùng giờ sáng qua. Giá vàng giảm mạnh từ phiên hôm qua và chưa thể tăng trở lại do sức ép tăng giá từ đồng USD. 
Trong khi các nhà đầu tư đang theo dõi những bất ổn xoay quanh những cuộc thảo luận về trần nợ và triển vọng tạm dừng tăng lãi suất của Cục Dự trữ Liên bang Mỹ (Fed), dường như xuất hiện một số hành động bán chốt lời khiến giá đi xuống, ông Brian Lan, giám đốc điều hành tại GoldSilver Central, cho hay.
Bloomberg Intelligence mới đây cho biết trong báo cáo triển vọng tháng 5 của mình rằng, vàng đang tìm cách vượt trội so với các mặt hàng khác, bao gồm cả bạc, trong năm nay khi nguy cơ suy thoái kinh tế ở Mỹ gia tăng. Kim loại màu vàng sẽ tăng tốc trong nửa cuối năm nay, đưa tỷ lệ vàng-bạc lên cao hơn.
Dựa trên các mô hình, BCA Research dự báo vàng sẽ tăng lên mức 2.200 USD/ounce trong vòng 9 đến 16 tháng tới.
Trong một diễn biến khác, sau khi không đạt được nhiều tiến bộ trong cuộc họp đầu tuần, Tổng thống Joe Biden và các nhà lập pháp đã nhất trí họp lại vào thứ 6 tuần này. Tuy nhiên, cuộc họp về giới hạn nợ này đã bị hoãn và dời lại vào đầu tuần tới.
Sự bế tắc của Washington về việc tăng trần nợ đã làm dấy lên những lo ngại về kinh tế trên toàn cầu. Một báo cáo mới đây được công bố đề cập ""nguy cơ đáng kể"" về một vụ vỡ nợ lịch sử trong hai tuần đầu tiên của tháng 6. Một báo cáo khác của Văn phòng Ngân sách Quốc hội Mỹ đã xác nhận các tuyên bố của Bộ trưởng Tài chính Janet Yellen cảnh báo rằng một vụ vỡ nợ có thể xảy ra sớm nhất là vào ngày 1-6.


Ở thị trường trong nước, mở cửa phiên giao dịch sáng nay, Công ty Vàng bạc đá quý Sài Gòn niêm yết giá vàng SJC mua vào bán ra ở mức 66,55 - 67,27 triệu đồng/lượng, tăng 100.000 đồng/lượng chiều bán ra so với chốt phiên hôm qua.
Vàng Doji HN niêm yết giá vàng ở mức 66,5 - 67,1 triệu đồng/lượng, chưa đổi so với phiên trước đó.
Phú Quý SJC niêm yết giá vàng ở mức 66,55 - 67,15 triệu đồng/lượng, giữ nguyên so với chốt phiên hôm qua.

Giá vàng giảm mạnh về gần ngưỡng 2.000 USD. Giới chuyên gia vẫn tỏ ra khá lạc quan về tương lai của kim loại quý."
1201,,,,,14/05/2023,Giá vàng hôm nay 14/5: Giảm giá nhưng vẫn là tài sản đầu tư dài hạn tốt nhất?,"Mặc dù trải qua một tuần giảm giá nhưng các chuyên gia vẫn tin tưởng vào khả năng tăng giá của vàng trong dài hạn.
Chốt phiên giao dịch tuần qua, giá vàng thế giới đứng ở mức 2.011 USD/ounce, giảm nhẹ 5 USD/ounce so với chốt phiên tuần trước. Tính chung cả tuần, vàng đã giảm 0,3% giá trị.
Giá vàng khởi sắc từ đầu tuần, sau đó biến động liên tục, có lúc chạm ngưỡng 2.050 USD/ounce. Tuy nhiên, đồng USD mạnh lên khiến giá vàng tiếp tục đi xuống trong hai phiên giao dịch cuối tuần, lấn át sự hỗ trợ vàng từ những rủi ro kinh tế kéo dài.
Mặc dù trải qua một tuần giảm giá nhưng các chuyên gia vẫn tin tưởng vào khả năng tăng giá của vàng trong dài hạn. Đối với nhiều nhà đầu tư, có một yếu tố quan trọng tiếp tục thúc đẩy sự quan tâm của họ với vàng là nhu cầu của ngân hàng trung ương. Tuần trước, Hội đồng vàng thế giới cho biết các ngân hàng trung ương đã mua 228 tấn vàng trong quý đầu tiên, mức khởi đầu kỷ lục của năm.
Việc vàng vẫn giữ được mức trên 2.000 USD/ounce bất chấp áp lực bán cũng là một lí do khiến các nhà đầu tư quan tâm hơn đến kim loại quý này.
Theo cuộc thăm dò gần đây nhất của Gallup, 26% người Mỹ coi vàng là khoản đầu tư dài hạn tốt nhất, tăng mạnh so với mức 15% trong năm ngoái. Sự quan tâm của nhà đầu tư đối với vàng đang ở mức cao nhất kể từ năm 2012. Cuộc khảo sát cũng ghi nhận 34% người Mỹ coi bất động sản là khoản đầu tư tốt nhất, giảm so với 45% vào năm ngoái.
Edward Moya, nhà phân tích thị trường cấp cao của OANDA nói: ""Vẫn còn quá nhiều rủi ro khiến các nhà đầu tư cần tài sản trú ẩn an toàn hơn. Có quá nhiều căng thẳng địa chính trị và cuộc tranh luận về trần nợ đang đi vào bế tắc”.
Người đứng đầu bộ phận chiến lược hàng hóa toàn cầu của TD Securities Bart Melek thì lưu ý: ""Vàng có thể xuống dưới 2.000 USD/ounce. Có hỗ trợ mạnh ở khoảng 1.965 USD/ounce. Chúng tôi vẫn kỳ vọng ở mức 2.100 USD/ounce, nhưng điều đó sẽ không được duy trì cho đến cuối năm khi chắc chắn hơn rằng Fed sẽ nới lỏng chính sách"".


Tuần này, 19 nhà phân tích Phố Wall đã tham gia Khảo sát Vàng của Kitco News. Trong một cuộc bỏ phiếu ngang nhau, cả hai vị trí giảm giá và tăng giá đều thu được 8 phiếu bầu, tương đương 42%. Đồng thời, ba nhà phân tích, tương đương 16%, tỏ ra trung lập về vàng trong tuần tới.
Trong khi đó, 665 phiếu bầu đã được bỏ ra trong các cuộc thăm dò trực tuyến. Trong số này, 382 người được hỏi, tương đương 57%, dự đoán vàng sẽ tăng vào tuần tới. 162 người khác, tương đương 24%, cho rằng giá sẽ thấp hơn, trong khi 121 cử tri, tương đương 18%, trung lập trong thời gian tới.
Ở thị trường trong nước, chốt phiên giao dịch tuần, Công ty Vàng bạc đá quý Sài Gòn niêm yết giá vàng SJC mua vào bán ra ở mức 66,55 - 67,27 triệu đồng/lượng.
Vàng Doji niêm yết giá vàng ở mức 66,5 - 67,1 triệu đồng/lượng.
Phú Quý SJC niêm yết giá vàng ở mức 66,55 - 67,15 triệu đồng/lượng.

Giá vàng giảm mạnh từ phiên hôm qua và chưa thể tăng trở lại do sức ép tăng giá từ đồng USD."
1202,1.0,08:50,66.5,67.1,01/06/2023,"Giá vàng hôm nay 1/6: Tiếp đà tăng mạnh, nhiều khả năng vàng sẽ gặp sức ép mới","Ngưỡng hỗ trợ quan trọng của giá vàng xung quanh mức 1.950 USD/ounce có thể khiến giá vàng trở lại mức 2.000 USD/ounce.
Thời điểm 8h10 sáng nay ngày 1/6 theo giờ Việt Nam, giá vàng thế giới đứng ở mức 1.966,94 USD/ounce, tăng 8,23 USD/ounce so với cùng giờ sáng qua. 
David Meger, Giám đốc giao dịch kim loại của công ty dịch vụ giao dịch hàng hóa High Ridge Futures, cho biết, giá vàng tăng trong bối cảnh lợi suất trái phiếu Chính phủ Mỹ thấp và áp lực từ đồng USD giảm.
Đêm qua, giá vàng có lúc lao lên 1.975 USD/ounce khi nhà đầu tư tăng nhu cầu trú ẩn vốn vào kim loại quý, vì lo ngại cuộc bỏ phiếu gia hạn trần nợ công của Mỹ diễn ra không suôn sẻ.
Trước đó, sau nhiều tuần đàm phán, Tổng thống Joe Biden và Chủ tịch Hạ viện McCarthy đã đạt được thỏa thuận sơ bộ về vấn đề trần nợ vào cuối ngày 27/5. Theo nội dung thỏa thuận, hai bên nhất trí đình chỉ việc áp trần nợ trong hai năm, giới hạn chi tiêu trong ngân sách năm 2024 và 2025, thu hồi quỹ Covid-19 chưa sử dụng, đẩy nhanh quá trình cấp phép cho một số các dự án năng lượng và tăng thêm điều kiện đối với các chương trình dành cho người nghèo.
Tuy nhiên, một số nghị sĩ cho biết họ sẽ phản đối thỏa thuận nâng trần nợ công. Đó là dấu hiệu cho thấy thỏa thuận sơ bộ về trần nợ công của Mỹ có thể gặp khó khăn trong việc thông qua tại Quốc hội trước khi chính phủ nước này hết tiền trang trải các chi phí vào tuần tới.
Tuy nhiên, sau khi Mỹ công bố cơ hội việc làm tháng 4 tăng lên con số 10,1 triệu người thì nhiều nhà phân tích dự báo khả năng lãi suất tiếp tục tăng khiến vàng hạ nhiệt.
Edward Moya, nhà phân tích thị trường cấp cao tại công ty tài chính OANDA cho biết, ngưỡng hỗ trợ quan trọng của giá vàng xung quanh mức 1.950 USD/ounce có thể khiến giá vàng trở lại mức 2.000 USD/ounce.
Các nhà giao dịch cũng đang tập trung vào những diễn biến xung quanh trần nợ của Mỹ.


Ở thị trường trong nước, mở cửa phiên giao dịch sáng nay, Công ty Vàng bạc đá quý Sài Gòn niêm yết giá vàng SJC mua vào bán ra ở mức 66,5 - 67,1 triệu đồng/lượng, tăng 50.000 đồng/lượng so với chốt phiên hôm qua.
Vàng Doji HN niêm yết giá vàng ở mức 66,45 - 67,05 triệu đồng/lượng, chưa đổi so với phiên trước đó.
Phú Quý SJC niêm yết giá vàng ở mức 66,45 - 67,05 triệu đồng/lượng, chưa đổi so với chốt phiên hôm qua.

Số người giàu và siêu giàu ở Việt Nam dự báo tiếp tục tăng trong những năm tới."
1203,1.0,08:30,66.4,67.0,02/06/2023,"Giá vàng hôm nay 2/6: Tiếp tục đi lên, mốc tiếp theo của vàng là bao nhiêu?","Chuyên gia Brian Lan, Công ty GoldSilver Central tại Singapore cho biết, trong ngắn hạn, vàng có thể được giao dịch ở mức giá cao hơn.
Thời điểm 8h26 sáng nay ngày 2/6 theo giờ Việt Nam, giá vàng thế giới đứng ở mức 1.974,79 USD/ounce, tăng 8,24 USD/ounce so với cùng giờ sáng qua. 
Đồng USD được dự báo trong tương lai sẽ suy giảm giá trị. Từ đó, họ bán tháo USD làm cho đồng tiền này giảm giá trên diện rộng. Giá vàng hôm nay có thêm điều kiện để đi lên.
Trong một cuộc phỏng vấn với Kitco News, người đứng đầu chiến lược hàng hóa Ole Hansen tại Ngân hàng Saxo cho biết đợt điều chỉnh kéo dài 3 tuần của vàng đã kết thúc và thị trường đang trên đà quay trở lại mức trên 2.000 USD/ounce ngay cả khi giá hàng hóa yếu báo hiệu lo ngại suy thoái kinh tế ngày càng tăng.
Triển vọng lạc quan của Hansen đối với vàng xuất hiện khi chỉ số hàng hóa Bloomberg đã giảm 13% trong năm nay, dẫn đầu là bạc, đồng và dầu. Trong khi đó, giá vàng đã tăng gần 6%, giao dịch lần cuối ở mức 1.976,7 USD/ounce.
Hansen nói rằng mặc dù giá hàng hóa yếu có thể làm giảm áp lực lạm phát trong thời gian tới, nhưng nhu cầu trú ẩn an toàn mới vẫn là động lực cho vàng.
Chuyên gia Brian Lan, Công ty GoldSilver Central tại Singapore cho biết, trong ngắn hạn, vàng có thể được giao dịch ở mức giá cao hơn, tiệm cận ngưỡng 1.980 USD/ounce. Nhưng sẽ khó xảy ra kịch bản vàng tăng giá mạnh, vì thị trường vẫn đang đồn đoán Fed sẽ tăng lãi suất nhiều hơn và điều này sẽ làm giảm sức hấp dẫn của vàng.


Ở thị trường trong nước, mở cửa phiên giao dịch sáng nay, Công ty Vàng bạc đá quý Sài Gòn niêm yết giá vàng SJC mua vào bán ra ở mức 66,45 - 67,05 triệu đồng/lượng, tăng 50.000 đồng/lượng so với chốt phiên hôm qua.
Vàng Doji HN niêm yết giá vàng ở mức 66,4 - 67 triệu đồng/lượng, tăng 50.000 đồng/lượng chiều bán ra so với phiên trước đó.
Phú Quý SJC niêm yết giá vàng ở mức 66,4 - 67 triệu đồng/lượng, chưa đổi so với chốt phiên hôm qua.

Đây là một tỉnh nằm ở khu vực phía Bắc của nước ta."
1204,1.0,08:25,66.45,67.05,03/06/2023,Giá vàng hôm nay 3/6: Đảo chiều giảm mạnh phiên cuối tuần,"Vàng thường mất đi sức hấp dẫn trong môi trường lãi suất tăng.
Thời điểm 8h30 sáng nay ngày 3/6 theo giờ Việt Nam, giá vàng thế giới đứng ở mức 1.948,2 USD/ounce, giảm 28,75 USD/ounce so với cùng giờ sáng qua. 
Nhà phân tích Edward Meir tại nền tảng dịch vụ tài chính toàn cầu Marex, có trụ sở tại Anh, cho rằng tâm lý trên thị trường vàng hiện tại vẫn khả quan và giá có thể tăng cao hơn một chút giữa đồn đoán Fed sẽ giữ nguyên lãi suất tại cuộc họp trong tháng này.
Chủ tịch chi nhánh Fed tại Philadelphia, Patrick Harker ngày 1/6 cho rằng ngân hàng trung ương Mỹ không nên tăng lãi suất trong cuộc họp tiếp theo dù tỷ lệ lạm phát đang giảm với tốc độ chậm một cách đáng thất vọng.
Các thị trường dự báo có 71,5% khả năng Fed sẽ giữ nguyên lãi suất tại cuộc họp tháng Sáu. Vàng thường mất đi sức hấp dẫn trong môi trường lãi suất tăng.
Nhu cầu nắm giữ vàng để phòng ngừa rủi ro có thể đang giảm xuống trong bối cảnh thoả thuận nâng trần nợ của Mỹ đã được cả lưỡng viện Quốc hội nước này thông qua. Trong động thái mới nhất, Thượng viện Mỹ vừa phê chuẩn dự luật này vào trưa nay theo giờ Việt Nam, và bước tiếp theo là dự luật được chuyển tới bàn làm việc của Tổng thống Joe Biden để ông Biden ký thành luật.
Quỹ giao dịch hoán đổi (ETF) vàng lớn nhất thế giới SPDR Gold Trust bán ròng 1,5 tấn vàng trong phiên ngày thứ Năm, giảm khối lượng nắm giữ còn 938,1 tấn vàng.


Ở thị trường trong nước, mở cửa phiên giao dịch sáng nay, Công ty Vàng bạc đá quý Sài Gòn niêm yết giá vàng SJC mua vào bán ra ở mức 66,45 - 67,05 triệu đồng/lượng, chưa đổi so với chốt phiên hôm qua.
Vàng Doji HN niêm yết giá vàng ở mức 66,4 - 67 triệu đồng/lượng.
Phú Quý SJC niêm yết giá vàng ở mức 66,4 - 67 triệu đồng/lượng, giảm 50.000 đồng/lượng so với chốt phiên hôm qua.

Thứ “độc dược” này có màu sắc cực kỳ bắt mắt nên bạn có thể săn lùng chúng rất dễ dàng."
1205,,,,,04/06/2023,"Giá vàng hôm nay 4/6: Tiếp đà giảm mạnh, chuyên gia dự báo bất ngờ","Cuối tuần, giá vàng lao dốc trước tâm lý bán chốt lời của các nhà đầu tư.
Chốt phiên giao dịch cuối tuần, giá vàng đứng ở mức 1.947,63 USD/ounce. Quy theo giá USD ngân hàng, chưa tính thuế và phí, giá vàng thế giới giao ngay có giá 55,46 triệu đồng/lượng, thấp hơn khoảng 10,89 triệu đồng/lượng so với giá vàng SJC trong nước.
Trong khi đó, giá vàng thế giới giao tháng 8/2023 ghi nhận trên sàn Comex thuộc New York Mercantile Exchange ở mức 1.964,3 USD/ounce, giảm 31,2 USD trong phiên.
Trong tuần vừa qua giá vàng thế giới có nhiều biến động, lao dốc trong phiên giao dịch đầu tuần, phục hồi mạnh mẽ trong phiên giao dịch giữa tuần. Thời điểm cuối tuần, giá vàng lao dốc trước tâm lý bán chốt lời của các nhà đầu tư.
Theo đó, giá vàng giảm mạnh sau báo cáo việc làm của Cục Thống kê lao động Mỹ công bố. Kinh tế Mỹ có thêm 339.000 việc làm trong bảng lương phi nông nghiệp, cao hơn con số dự án của Phố Wall là 190.000 việc làm trong tháng 5. Báo cáo cho thấy, tỷ lệ thất nghiệp tăng lên 3,7%.
Số liệu trên đã khiến lợi tức trái phiếu kho bạc và USD tăng giá, tác động tới giá vàng. Tuy nhiên, áp lực bán ra đã khiến giá vàng giảm mạnh.
Về xu hướng giá vàng tuần này, các chuyên gia dự báo vàng sẽ tăng nhưng không kỳ vọng giá sẽ bứt phá lớn lên mức cao mới mọi thời đại. Cuộc khảo sát cho thấy các nhà đầu tư dự đoán giá vàng sẽ ở quanh 1.997 USD/ounce vào tuần tới.
Trong số 19 chuyên gia phân tích đã tham gia khảo sát giá vàng của Kitco News, có 10 chuyên gia, tương đương 53%, lạc quan về vàng trong thời gian tới. 5 chuyên gia khác, tương đương 26%, cho rằng giá sẽ giảm trong tuần tới và 4 người còn lại, tương đương 21%, cho rằng giá đi ngang.
Trong khi đó, với 509 người tham gia thăm dò trực tuyến, có 307 người, tương đương 60%, kỳ vọng giá vàng tăng vào tuần tới. 124 người khác, tương đương 24%, cho rằng giá sẽ thấp hơn; trong khi 78 người còn lại, tương đương 15%, trung lập trong thời gian tới.


Ở thị trường trong nước, chốt phiên giao dịch tuần, Công ty Vàng bạc đá quý Sài Gòn niêm yết giá vàng SJC mua vào bán ra ở mức 66,35 - 67,05 triệu đồng/lượng, giảm 100.000 đồng/lượng so với hôm qua.
Vàng Doji HN niêm yết giá vàng ở mức 66,45 - 66,95 triệu đồng/lượng, tăng 100.000 đồng/lượng chiều mua vào.
Phú Quý SJC niêm yết giá vàng ở mức 66,35 - 66,95 triệu đồng/lượng.

Dù tăng về cuối tuần nhưng đồng bạc xanh vẫn ghi nhận mức giảm tính chung tuần."
1206,1.0,15:05,66.4,67.0,05/06/2023,,
1207,1.0,08:30,66.55,67.15,06/06/2023,Giá vàng hôm nay 6/6: Vàng trong nước tăng mạnh sau một đêm,"Giá vàng trong nước bật tăng mạnh, cùng đà tăng với giá vàng thế giới trong phiên giao dịch sáng nay.
Lúc 8h sáng nay (ngày 6/6, theo giờ Việt Nam), giá vàng thế giới giao dịch ở mức 1.959 USD/ounce, tăng 10 USD/ounce so với hôm qua.
Giá vàng thế giới bật tăng mạnh khi thị trường nhận nhiều yếu tố tác động. Viện Quản lý nguồn cung ( Mỹ) công bố chỉ số phi sản xuất tháng 5-2023 ở mức 50,3 điểm, giảm 4 điểm so với tháng trước là 51,9 điểm.
Những người tham gia thị trường đang phải vật lộn để dự đoán quyết định chính sách tiền tệ sắp tới của Cục Dự trữ Liên bang Mỹ (FED), khi lạm phát giảm với tốc độ khá chậm.
Chỉ số USD trượt dốc sau dữ liệu này khiến vàng thỏi được định giá bằng đồng bạc xanh trở nên hợp lý hơn đối với người mua ở nước ngoài, trong khi lợi tức trái phiếu kho bạc 10 năm giảm.
Ngoài ra, Ả Rập Saudi đã quyết định từ tháng 7/2023 cắt giảm sản lượng dầu thô khoảng 1 triệu thùng/ngày, khiến thị trường nhiên liệu nóng lên. Giá dầu thô tăng lên 72,7 USD/thùng, cũng là yếu tố tác động tích cực đến giá vàng hôm nay.
Về xu hướng giá vàng, Ông Colin Cieszynski – chiến lược gia tại hãng quản lý tài sản SIA Wealth Management (Canada) cho rằng việc đồng USD yếu sẽ hỗ trợ giá vàng trong tuần này. Tuy nhiên, ông dự báo vàng khó có thể bứt phá lên trên mức 2.000 USD/ounce.
Khảo sát vàng hàng tuần mới nhất của Kitco News cho thấy, cả các nhà phân tích Phố Wall và các nhà đầu tư bán lẻ đều đang lạc quan về vàng trong thời gian tới.

Ở thị trường trong nước, giá vàng bật tăng mạnh theo đà tăng của giá vàng thế giới. Công ty Vàng bạc đá quý Sài Gòn niêm yết giá vàng SJC mua vào bán ra ở mức 66,65 - 67,25 triệu đồng/lượng, tăng 250.000 đồng/chiều so với phiên giao dịch hôm qua. 
Vàng Doji HN niêm yết giá vàng ở mức 66,5 - 67,1 triệu đồng/lượng, tăng 150.000 đồng/chiều so với phiên trước đó.
Phú Quý SJC niêm yết giá vàng ở mức 66,6 - 67,2 triệu đồng/lượng, tăng 350.000 đồng/chiều chiều mua vào, tăng 250.000 đồng/lượng chiều bán ra so với phiên giao dịch trước đó.

Nhiều người dân kêu ca mất điện trong ngày nắng nóng khiến họ không thể tài nào chợp mắt."
1208,1.0,13:20,66.4,67.0,07/06/2023,"Giá vàng hôm nay 7/6: Dè dặt tăng giá, đây có phải cơ hội mua vào?","Các nhà phân tích dự báo, thị trường vàng có nguy cơ giảm một lần nữa trước khi có xu hướng tăng trở lại.
Thời điểm 8h45 sáng nay ngày 7/6 theo giờ Việt Nam, giá vàng thế giới đứng ở mức 1.965 USD/ounce, tăng nhẹ 6 USD/ounce so với cùng giờ sáng qua. 
Tháng trước, vàng đã giảm mạnh dưới 2.000 USD/ounce do tâm lý kinh tế tương đối lành mạnh tiếp tục hỗ trợ lập trường chính sách tiền tệ tích cực của Fed. Tuy nhiên, trong những tuần gần đây, vàng đã giữ mức hỗ trợ quan trọng quanh mức 1.950 USD/ounce do kỳ vọng một lần nữa thay đổi. Nhiều nhà phân tích và nhà kinh tế đã lưu ý rằng Fed đang tiến gần hơn đến cuối chu kỳ thắt chặt. Hiện tại, các thị trường dự báo Fed sẽ giữ nguyên lãi suất tại cuộc họp tới và chỉ có 53% khả năng tăng lãi suất vào tháng 7.
Trong một cuộc phỏng vấn với Kitco News, Carley Garner, đồng sáng lập công ty môi giới DeCarley Trading, nói rằng mặc dù bà vẫn lạc quan về vàng trong dài hạn, nhưng bây giờ không phải là lúc để mua vào.
Garner giải thích rằng vàng đang bước vào giai đoạn theo mùa truyền thống. Điều này có thể ảnh hưởng đến giá cả. Bà hy vọng rằng vàng sẽ có thêm một đợt điều chỉnh nữa trước khi nó bắt đầu tăng lên mức cao nhất mọi thời đại.
Bà nói rằng, nếu mức hỗ trợ dưới 1.950 USD/ounce bị phá vỡ, kim loại quý có nguy cơ giảm sâu xuống mức 1.880 USD/ounce. Bà cũng lưu ý không nên mua vàng cho đến ít nhất là cuối tháng 7 hoặc thậm chí đầu tháng 9, tùy thuộc vào giá cả.


Các nhà phân tích dự báo, thị trường vàng có nguy cơ giảm một lần nữa trước khi có xu hướng tăng trở lại. Chuyên gia Michael Boutros, chia sẻ, vàng sẽ có xu hướng tăng giá nhẹ trong thời gian tới. Tuy nhiên, trong ngắn hạn, giá vàng có khả năng sẽ quay đầu giảm trở lại mức sâu hơn, khoảng từ 1.926 USD/ounce xuống còn 1.881 USD/ounce.
Ở thị trường trong nước, mở cửa phiên giao dịch sáng nay, Công ty Vàng bạc đá quý Sài Gòn niêm yết giá vàng SJC mua vào bán ra ở mức 66,4 - 67,02 triệu đồng/lượng, chưa đổi so với phiên giao dịch hôm qua. 
Vàng Doji HN niêm yết giá vàng ở mức 66,35 - 66,95 triệu đồng/lượng, tgiảm 50.000 đồng/chiều so với phiên trước đó.
Phú Quý SJC niêm yết giá vàng ở mức 66,4 - 67 triệu đồng/lượng, giữ nguyên so với phiên giao dịch trước đó.

Giá vàng thế giới ghi nhận mức tăng nhẹ đầu tuần. Nhiều chuyên gia khẳng định vàng khó có thể bứt phá trong tuần này."
1209,1.0,08:40,66.35,66.95,08/06/2023,,
1210,1.0,08:30,66.4,67.0,09/06/2023,Giá vàng hôm nay 9/6: Quay đầu bật tăng,"Giá vàng tăng nhờ đồng USD giảm, nhưng các nhà đầu tư vẫn thận trọng trước chiến lược lãi suất của Cục Dự trữ Liên bang Mỹ (Fed) và những tín hiệu kinh tế khác.
Thời điểm 8h45 sáng nay ngày 9/6 theo giờ Việt Nam, giá vàng thế giới đứng ở mức 1.964 USD/ounce, tăng mạnh 19 USD/ounce so với cùng giờ sáng qua. 
Giá vàng tăng nhờ đồng USD giảm, nhưng các nhà đầu tư vẫn thận trọng trước chiến lược lãi suất của Cục Dự trữ Liên bang Mỹ (Fed) và những tín hiệu kinh tế khác. Mặc dù đi lên nhưng giá vàng vẫn áp sát mức thấp nhất của phiên trước, khi các nhà đầu tư cố chờ đợi tín hiệu từ Fed, trước khi ra quyết định đầu tư. Hỗ trợ cho thị trường vàng, chỉ số USD Index giảm 0,2%, nhưng vẫn gần mức cao nhất trong gần 3 tháng.
Thị trường đang bắt đầu bằng tập trung vào cuộc họp chính sách tiền tệ của Fed sẽ diễn ra vào đầu tuần tới. Phần lớn thị trường cho rằng Fed sẽ tạm dừng chu kỳ thắt chặt lãi suất. Nhiều người dự báo, Ngân hàng Trung ương Mỹ sẽ có các động thái tương tự như động thái gần đây của Ngân hàng Trung ương Canada (BOC).
BOC tuần này đã tăng lãi suất thêm 0,25% sau 4 tháng tạm dừng. Theo một bài viết trên tạp chí Phố Wall, động thái của BOC “cho thấy một thực tế rằng việc tạm dừng không nhất thiết phải là quay đầu. Đó cũng có thể là một cách để làm chậm đà tăng trong khi có dữ liệu mới”.  
Nói về triển vọng của kim loại quý, các chuyên gia của công ty quản lý tài sản BlackRock mới đây cho rằng, mặc dù vàng đã không thể giữ mức tăng trên 2.000 USD/ounce, nhưng các nhà đầu tư nên xem xét phân bổ chiến thuật cho kim loại quý bởi nó có tiềm năng tăng cao hơn ngay cả sau đợt bán tháo mạnh vào tháng 5 từ mức cao gần kỷ lục.


Các nhà phân tích cho biết có ba yếu tố sẽ tiếp tục hỗ trợ giá vàng, trong đó chính sách tiền tệ của Fed là yếu tố quan trọng nhất. Hai yếu tố còn lại là sự biến động gia tăng của thị trường và vai trò là tài sản trú ẩn an toàn trước các vấn đề địa chính trị của vàng.
Chuyên gia Michael Hewson, Trưởng bộ phận phân tích thị trường tại CMC Markets, cho biết khả năng tăng giá của vàng có thể bị hạn chế trước báo cáo CPI của Mỹ vào tuần tới và cuộc họp của Fed. Một báo cáo CPI yếu có thể thúc đẩy giá vàng tăng trở lại mức 1.980 USD. Chuyên gia Hewson nói thêm rằng, giá vàng cần giữ mức hỗ trợ kỹ thuật ở khoảng 1.920 USD để có thể quay trở lại mốc 2.000 USD.
Ở thị trường trong nước, mở cửa phiên giao dịch sáng nay, Công ty Vàng bạc đá quý Sài Gòn niêm yết giá vàng SJC mua vào bán ra ở mức 66,5 - 67,12 triệu đồng/lượng, tăng 100.000 đồng/lượng so với chốt phiên giao dịch hôm qua. 
Vàng Doji HN niêm yết giá vàng ở mức 66,4 - 67 triệu đồng/lượng, chưa đổi so với chốt phiên trước đó.
Phú Quý SJC niêm yết giá vàng ở mức 66,5 - 67,1 triệu đồng/lượng, tăng 100.000 đồng/lượng so với phiên giao dịch trước đó.

Các nhà phân tích dự báo, thị trường vàng có nguy cơ giảm một lần nữa trước khi có xu hướng tăng trở lại."
